date,IBM,AAPL,JPM,GS,HD,DIS,NKE,PG,V,RTX,CAT,PFE,UNH,WMT,VZ,WBA,MSFT,BA,AXP,MCD,CVX,MMM,INTC,KO,TRV,CSCO,JNJ,DD,MRK,XOM
2009-07-16,68.96818542480469,4.504721164703369,26.090381622314453,128.8997802734375,17.905189514160156,21.346651077270508,11.353297233581543,37.11627960205078,14.6981782913208,24.89736557006836,24.106525421142578,8.762112617492676,20.937610626220703,35.98964309692383,14.929954528808594,21.067678451538086,18.60677719116211,32.17188262939453,23.319290161132812,39.3737907409668,38.718196868896484,44.233577728271484,12.529349327087402,16.97572135925293,29.496978759765625,14.420534133911133,40.446990966796875,16.349027633666992,16.87974739074707,41.82086181640625
2009-07-17,71.94780731201172,4.633892059326172,26.639190673828125,128.8997802734375,18.103321075439453,21.105545043945312,11.193208694458008,37.59357833862305,14.627433776855469,24.818937301635742,23.993568420410156,8.698151588439941,20.804929733276367,35.97481155395508,14.975502014160156,21.375925064086914,18.49257469177246,31.64398956298828,23.11314582824707,39.80039596557617,38.85542297363281,43.89870071411133,12.72575569152832,16.81862449645996,29.4096736907959,14.700047492980957,40.43334197998047,16.8959903717041,16.764677047729492,41.85750198364258
2009-07-20,72.58364868164062,4.669312953948975,26.704181671142578,131.5214385986328,18.19871711730957,21.84609031677246,11.276455879211426,37.35158157348633,15.316596031188965,25.358680725097656,25.87127685546875,8.87258243560791,20.597631454467773,36.21964645385742,15.066600799560547,21.55512237548828,18.675291061401367,32.28664779663086,23.822288513183594,40.103179931640625,39.16568374633789,44.54057693481445,12.800254821777344,17.05593490600586,29.446043014526367,15.158753395080566,40.31729507446289,17.711448669433594,16.92214012145996,42.11408996582031
2009-07-21,72.95765686035156,4.62656307220459,26.675302505493164,131.33241271972656,17.949214935302734,21.699705123901367,11.114235877990723,37.304527282714844,15.32343578338623,24.89736557006836,27.854846954345703,9.128412246704102,21.219532012939453,36.249305725097656,15.344951629638672,21.476272583007812,18.903688430786133,32.914031982421875,24.226329803466797,40.34400939941406,39.529666900634766,44.791744232177734,12.800254821777344,16.82865333557129,29.620668411254883,15.474114418029785,40.61083221435547,18.2385196685791,17.957826614379883,43.04872131347656
2009-07-22,72.04129791259766,4.7862677574157715,26.595869064331055,131.8748321533203,18.176698684692383,21.854698181152344,10.998971939086914,37.182552337646484,15.25497817993164,24.50523567199707,27.290132522583008,9.227249145507812,21.55951499938965,36.47929000854492,15.24879264831543,21.361583709716797,18.880849838256836,32.133628845214844,23.715097427368164,40.47475051879883,39.34468078613281,45.11965560913086,12.96279525756836,16.420886993408203,30.093605041503906,15.373777389526367,40.406028747558594,18.92469596862793,17.83669090270996,42.7554931640625
2009-07-23,72.97012329101562,4.819249153137207,27.549070358276367,135.9759063720703,18.550947189331055,23.077463150024414,10.915727615356445,37.37907409667969,15.33256721496582,24.625179290771484,29.12546157836914,9.39005184173584,22.430187225341797,36.17512130737305,15.825748443603516,21.318571090698242,19.459457397460938,32.09538269042969,24.284061431884766,38.5962028503418,40.508216857910156,48.44065475463867,13.19306755065918,16.437606811523438,31.00311279296875,15.69630241394043,41.10916519165039,19.948997497558594,18.32121467590332,43.745140075683594
2009-07-24,73.33164978027344,4.885511875152588,27.382976531982422,135.37591552734375,18.580303192138672,22.888017654418945,11.135580062866211,37.839874267578125,15.355387687683105,24.094663619995117,29.647846221923828,9.581924438476562,22.654075622558594,36.30865478515625,15.942150115966797,21.806018829345703,17.85306167602539,32.41672134399414,24.333534240722656,38.58934020996094,40.83040237426758,48.43368148803711,13.11179256439209,16.497760772705078,31.446950912475586,15.681968688964844,41.98978042602539,20.078275680541992,18.7694091796875,44.160526275634766
2009-07-27,73.3254623413086,4.888871192932129,27.53463363647461,134.67735290527344,18.4628849029541,22.776081085205078,11.178265571594238,37.79921340942383,15.560766220092773,24.0393123626709,30.254924774169922,9.663321495056152,22.9028377532959,36.330909729003906,15.689105033874512,21.770179748535156,17.594207763671875,32.3172492980957,23.40174102783203,38.513633728027344,41.081016540527344,48.77555847167969,13.186294555664062,16.55124282836914,31.67978858947754,15.653300285339355,41.82594299316406,20.01861000061035,18.63616180419922,44.4415397644043
2009-07-28,73.10728454589844,4.885818004608154,27.498510360717773,131.94056701660156,18.631669998168945,22.70719337463379,11.29352855682373,37.75176239013672,15.12946891784668,24.191545486450195,30.283161163330078,9.320281982421875,24.113481521606445,36.293819427490234,15.891545295715332,21.684165954589844,17.868284225463867,33.09000015258789,22.824541091918945,38.85770797729492,40.776702880859375,48.7546272277832,13.11856460571289,16.50779151916504,31.54153823852539,15.717801094055176,41.58702087402344,20.098169326782227,18.18192481994629,43.916168212890625
2009-07-29,73.09479522705078,4.886733055114746,27.274660110473633,131.03656005859375,18.631669998168945,22.293861389160156,11.605164527893066,38.02960205078125,15.239001274108887,24.54214859008789,29.527828216552734,9.157479286193848,23.557912826538086,36.627689361572266,16.185077667236328,22.04256820678711,18.119529724121094,33.181793212890625,22.88225746154785,38.81639862060547,40.04875946044922,47.9453125,13.138883590698242,16.471027374267578,31.017675399780273,15.567290306091309,41.750858306884766,20.1578369140625,18.091064453125,43.635169982910156
2009-07-30,73.46881866455078,4.97101354598999,27.780149459838867,133.48573303222656,18.969226837158203,22.57802391052246,11.972294807434082,38.10414123535156,15.337130546569824,25.01729965209961,30.64316177368164,9.26795482635498,23.30085563659668,37.08024215698242,16.352092742919922,22.22894859313965,18.12714195251465,33.08234405517578,23.278059005737305,38.252159118652344,40.39482498168945,48.76858901977539,13.091477394104004,16.601377487182617,30.51561164855957,15.753639221191406,42.1809196472168,21.41086196899414,18.133464813232422,43.20143508911133
2009-07-31,73.51244354248047,4.989335536956787,27.91012954711914,134.20889282226562,19.03527069091797,21.63081932067871,12.089690208435059,37.616233825683594,14.93777847290039,25.128019332885742,31.10198402404785,9.262140274047852,23.267690658569336,37.00605010986328,16.230627059936523,22.257627487182617,17.906356811523438,32.829856872558594,23.36052131652832,37.887451171875,41.45095443725586,49.20114517211914,13.037296295166016,16.658191680908203,31.337812423706055,15.775142669677734,41.56654357910156,21.052854537963867,18.175861358642578,42.99984359741211
2009-08-03,74.75294494628906,5.08216667175293,28.59615135192871,134.86639404296875,19.314123153686523,21.975255966186523,12.085420608520508,37.68400192260742,15.770700454711914,25.45555877685547,31.850250244140625,9.326092720031738,22.687244415283203,36.97636413574219,16.210386276245117,22.286296844482422,18.14236068725586,33.50314712524414,23.6243896484375,37.93564224243164,42.0058479309082,50.3314094543457,13.11856460571289,16.57798194885254,32.75664520263672,16.176509857177734,41.70989227294922,22.345664978027344,18.18192481994629,43.1586799621582
2009-08-04,74.5534439086914,5.055292129516602,29.03665542602539,135.74578857421875,19.2921085357666,22.07858657836914,12.281794548034668,37.582359313964844,15.768416404724121,25.2756404876709,33.80560302734375,9.343537330627441,22.330678939819336,36.98379898071289,16.124357223510742,21.784509658813477,18.096677780151367,33.78622817993164,23.673864364624023,37.85304641723633,42.01181411743164,50.25465393066406,13.084701538085938,16.5445556640625,33.65885925292969,16.083328247070312,41.682586669921875,22.90256690979004,18.072898864746094,43.12813186645508
